train_losses,val_losses,train_accs,val_accs,f1_scores,precision_scores,recall_scores,roc_auc_scores,train_index
0.7336341876250047,0.7422519326210022,0.5686274509803921,0.46153846153846156,0.0,0.0,0.0,0.5,0
0.6786835422882667,0.6524246633052826,0.6078431372549019,0.5384615384615384,0.7,0.5384615384615384,1.0,0.5,0
0.790809133878121,0.7030509114265442,0.45098039215686275,0.46153846153846156,0.0,0.0,0.0,0.5,0
0.8065679669380188,0.7824863493442535,0.5686274509803921,0.46153846153846156,0.0,0.0,0.0,0.5,0
0.7252954680186051,0.6842874735593796,0.5294117647058824,0.6153846153846154,0.5454545454545454,0.75,0.42857142857142855,0.6309523809523809,0
0.8278831472763648,0.6699976474046707,0.45098039215686275,0.5384615384615384,0.7,0.5384615384615384,1.0,0.5,0
0.8155162976338313,0.7266910821199417,0.4117647058823529,0.46153846153846156,0.0,0.0,0.0,0.5,0
0.7180389761924744,0.6490948498249054,0.5098039215686274,0.5384615384615384,0.7,0.5384615384615384,1.0,0.5,0
0.721223349754627,0.6800245642662048,0.5098039215686274,0.6153846153846154,0.7058823529411765,0.6,0.8571428571428571,0.5952380952380953,0
0.6927259747798626,0.6629372388124466,0.5098039215686274,0.6923076923076923,0.7777777777777778,0.6363636363636364,1.0,0.6666666666666667,0
0.6939290028352004,0.6865064650774002,0.47058823529411764,0.5384615384615384,0.5,0.6,0.42857142857142855,0.5476190476190477,0
0.6962457643105433,0.6967416554689407,0.47058823529411764,0.5384615384615384,0.4,0.6666666666666666,0.2857142857142857,0.5595238095238095,0
0.7279378748857058,0.6387109905481339,0.5686274509803921,0.6923076923076923,0.7777777777777778,0.6363636363636364,1.0,0.6666666666666667,0
0.7122107514968286,0.7018535435199738,0.5490196078431373,0.38461538461538464,0.0,0.0,0.0,0.4166666666666667,0
0.6496392901127155,0.6293447464704514,0.6078431372549019,0.7692307692307693,0.8235294117647058,0.7,1.0,0.75,0
0.5870785781970391,0.6693023592233658,0.7450980392156863,0.6153846153846154,0.5454545454545454,0.75,0.42857142857142855,0.6309523809523809,0
0.40821675153879017,0.7533092498779297,0.8627450980392157,0.5384615384615384,0.4,0.6666666666666666,0.2857142857142857,0.5595238095238095,0
0.17957621411635324,0.4246652377769351,1.0,0.7692307692307693,0.8235294117647058,0.7,1.0,0.75,0
0.07028518925206019,0.9819762203842402,0.9607843137254902,0.6153846153846154,0.5454545454545454,0.75,0.42857142857142855,0.6309523809523809,0
0.14314559399365231,0.7389888023026288,0.9607843137254902,0.7692307692307693,0.7692307692307693,0.8333333333333334,0.7142857142857143,0.773809523809524,0
0.9027332663536072,0.9041740000247955,0.5294117647058824,0.46153846153846156,0.0,0.0,0.0,0.5,1
0.7584335207939148,0.6656701415777206,0.49019607843137253,0.5384615384615384,0.7,0.5384615384615384,1.0,0.5,1
0.710511313034938,0.7294351607561111,0.5686274509803921,0.46153846153846156,0.0,0.0,0.0,0.5,1
0.7183787226676941,0.6965202838182449,0.45098039215686275,0.38461538461538464,0.3333333333333333,0.4,0.2857142857142857,0.3928571428571428,1
0.7207129781062787,0.6692334562540054,0.43137254901960786,0.46153846153846156,0.5882352941176471,0.5,0.7142857142857143,0.44047619047619047,1
0.7370871122066791,0.702661857008934,0.49019607843137253,0.46153846153846156,0.46153846153846156,0.5,0.42857142857142855,0.4642857142857143,1
0.6869376255915716,0.672877199947834,0.5294117647058824,0.46153846153846156,0.631578947368421,0.5,0.8571428571428571,0.42857142857142855,1
0.6863489655347971,0.688509002327919,0.5098039215686274,0.46153846153846156,0.5333333333333333,0.5,0.5714285714285714,0.4523809523809524,1
0.6604850796552805,0.6900667920708656,0.6666666666666666,0.46153846153846156,0.5333333333333333,0.5,0.5714285714285714,0.4523809523809524,1
0.6736334103804368,0.6880708783864975,0.6470588235294118,0.46153846153846156,0.5333333333333333,0.5,0.5714285714285714,0.4523809523809524,1
0.6568867770525125,0.6867437213659286,0.6470588235294118,0.46153846153846156,0.5333333333333333,0.5,0.5714285714285714,0.4523809523809524,1
0.6545811662307153,0.6884940415620804,0.5882352941176471,0.46153846153846156,0.5333333333333333,0.5,0.5714285714285714,0.4523809523809524,1
0.6744345151461087,0.6910344660282135,0.6078431372549019,0.46153846153846156,0.5333333333333333,0.5,0.5714285714285714,0.4523809523809524,1
0.668113126204564,0.6879576146602631,0.6078431372549019,0.38461538461538464,0.5,0.4444444444444444,0.5714285714285714,0.369047619047619,1
0.6683120635839609,0.6877818703651428,0.5490196078431373,0.46153846153846156,0.5882352941176471,0.5,0.7142857142857143,0.44047619047619047,1
0.6643427770871383,0.6877215355634689,0.6274509803921569,0.46153846153846156,0.5882352941176471,0.5,0.7142857142857143,0.44047619047619047,1
0.6720929099963262,0.687723346054554,0.5882352941176471,0.46153846153846156,0.5882352941176471,0.5,0.7142857142857143,0.44047619047619047,1
0.6803871209804828,0.6877113655209541,0.6078431372549019,0.46153846153846156,0.5882352941176471,0.5,0.7142857142857143,0.44047619047619047,1
0.6650065917235154,0.687784880399704,0.5882352941176471,0.46153846153846156,0.5882352941176471,0.5,0.7142857142857143,0.44047619047619047,1
0.6596623911307409,0.687747098505497,0.5882352941176471,0.46153846153846156,0.5882352941176471,0.5,0.7142857142857143,0.44047619047619047,1
0.7924829721450806,0.6648171097040176,0.45098039215686275,0.5384615384615384,0.0,0.0,0.0,0.5,2
0.8330717453589807,0.7810265868902206,0.47058823529411764,0.46153846153846156,0.631578947368421,0.46153846153846156,1.0,0.5,2
0.7052383927198557,0.7073852717876434,0.6078431372549019,0.5384615384615384,0.6666666666666666,0.5,1.0,0.5714285714285714,2
0.7503879712178156,0.693515732884407,0.39215686274509803,0.38461538461538464,0.2,0.25,0.16666666666666666,0.369047619047619,2
0.722642339192904,0.7000690847635269,0.49019607843137253,0.46153846153846156,0.36363636363636365,0.4,0.3333333333333333,0.45238095238095233,2
0.7115247249603271,0.7104751914739609,0.45098039215686275,0.5384615384615384,0.625,0.5,0.8333333333333334,0.5595238095238095,2
0.7139668189562284,0.6901706159114838,0.5294117647058824,0.46153846153846156,0.0,0.0,0.0,0.4285714285714286,2
0.6812719565171462,0.6961192488670349,0.5490196078431373,0.38461538461538464,0.2,0.25,0.16666666666666666,0.369047619047619,2
0.7124260022090032,0.7003567814826965,0.5098039215686274,0.46153846153846156,0.36363636363636365,0.4,0.3333333333333333,0.45238095238095233,2
0.6894587415915269,0.7112390697002411,0.5294117647058824,0.46153846153846156,0.36363636363636365,0.4,0.3333333333333333,0.45238095238095233,2
0.6598730683326721,0.7182662189006805,0.5882352941176471,0.46153846153846156,0.46153846153846156,0.42857142857142855,0.5,0.4642857142857143,2
0.6850508290987748,0.7179384082555771,0.5098039215686274,0.46153846153846156,0.46153846153846156,0.42857142857142855,0.5,0.4642857142857143,2
0.7042208130543048,0.7141377180814743,0.5294117647058824,0.46153846153846156,0.36363636363636365,0.4,0.3333333333333333,0.45238095238095233,2
0.6649715717022235,0.7136293798685074,0.5490196078431373,0.46153846153846156,0.36363636363636365,0.4,0.3333333333333333,0.45238095238095233,2
0.6836904562436618,0.7137044221162796,0.6078431372549019,0.46153846153846156,0.36363636363636365,0.4,0.3333333333333333,0.45238095238095233,2
0.6720478351299579,0.7141464948654175,0.6078431372549019,0.46153846153846156,0.36363636363636365,0.4,0.3333333333333333,0.45238095238095233,2
0.704665298645313,0.7138055562973022,0.5098039215686274,0.46153846153846156,0.36363636363636365,0.4,0.3333333333333333,0.45238095238095233,2
0.71303646839582,0.7131670266389847,0.49019607843137253,0.46153846153846156,0.36363636363636365,0.4,0.3333333333333333,0.45238095238095233,2
0.6527691047925216,0.7123837918043137,0.6078431372549019,0.46153846153846156,0.36363636363636365,0.4,0.3333333333333333,0.45238095238095233,2
0.6541094069297497,0.7124306410551071,0.6078431372549019,0.46153846153846156,0.36363636363636365,0.4,0.3333333333333333,0.45238095238095233,2
0.7772916692953843,0.6587726473808289,0.5098039215686274,0.5384615384615384,0.0,0.0,0.0,0.5,3
0.9673774907222161,0.7160077095031738,0.47058823529411764,0.46153846153846156,0.631578947368421,0.46153846153846156,1.0,0.5,3
0.7789814884846027,0.7689753323793411,0.5490196078431373,0.46153846153846156,0.631578947368421,0.46153846153846156,1.0,0.5,3
0.7515337421343877,0.690135732293129,0.49019607843137253,0.5384615384615384,0.4,0.5,0.3333333333333333,0.5238095238095237,3
0.7723561204396762,0.6824539750814438,0.49019607843137253,0.6923076923076923,0.5,1.0,0.3333333333333333,0.6666666666666666,3
0.7301440238952637,0.7821768671274185,0.47058823529411764,0.46153846153846156,0.631578947368421,0.46153846153846156,1.0,0.5,3
0.7294804728948153,0.6874486356973648,0.5294117647058824,0.6153846153846154,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.5952380952380952,3
0.655681467973269,0.6853908896446228,0.5686274509803921,0.6153846153846154,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.5952380952380952,3
0.7094572897140796,0.6885102838277817,0.45098039215686275,0.6153846153846154,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.5952380952380952,3
0.7079794544440049,0.6955526620149612,0.5686274509803921,0.6153846153846154,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.5952380952380952,3
0.6686691779356736,0.7007991820573807,0.6274509803921569,0.46153846153846156,0.36363636363636365,0.4,0.3333333333333333,0.45238095238095233,3
0.6655415159005386,0.7084516137838364,0.6470588235294118,0.46153846153846156,0.36363636363636365,0.4,0.3333333333333333,0.45238095238095233,3
0.6811019686552194,0.7188522666692734,0.5490196078431373,0.5384615384615384,0.5,0.5,0.5,0.5357142857142857,3
0.7026226245439969,0.7185888439416885,0.5490196078431373,0.5384615384615384,0.5,0.5,0.5,0.5357142857142857,3
0.7252387977563418,0.7188836187124252,0.47058823529411764,0.5384615384615384,0.5,0.5,0.5,0.5357142857142857,3
0.6648287429259374,0.7191816866397858,0.6666666666666666,0.5384615384615384,0.5,0.5,0.5,0.5357142857142857,3
0.6929893814600431,0.7200796753168106,0.5686274509803921,0.5384615384615384,0.5,0.5,0.5,0.5357142857142857,3
0.6785549888244042,0.7203489243984222,0.5882352941176471,0.5384615384615384,0.5,0.5,0.5,0.5357142857142857,3
0.6821511273200696,0.7210194617509842,0.5490196078431373,0.5384615384615384,0.5,0.5,0.5,0.5357142857142857,3
0.6592061565472529,0.7209749817848206,0.5294117647058824,0.5384615384615384,0.5,0.5,0.5,0.5357142857142857,3
0.7869444329005021,0.6893824934959412,0.40384615384615385,0.5,0.0,0.0,0.0,0.5,4
0.8331624452884381,0.682843804359436,0.5576923076923077,0.5,0.6666666666666666,0.5,1.0,0.5,4
0.6872672346922067,0.6911440889040629,0.5192307692307693,0.5,0.6666666666666666,0.5,1.0,0.5,4
0.7265985103753897,0.6786557833353678,0.46153846153846156,0.5833333333333334,0.2857142857142857,1.0,0.16666666666666666,0.5833333333333334,4
0.748305504138653,0.6709245045979818,0.5384615384615384,0.5833333333333334,0.6666666666666666,0.5555555555555556,0.8333333333333334,0.5833333333333335,4
0.7275379758614761,0.6732191244761149,0.5384615384615384,0.5833333333333334,0.2857142857142857,1.0,0.16666666666666666,0.5833333333333334,4
0.7411682238945594,0.6676264405250549,0.46153846153846156,0.6666666666666666,0.7142857142857143,0.625,0.8333333333333334,0.6666666666666667,4
0.7510331318928645,0.669157346089681,0.4230769230769231,0.5833333333333334,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.5833333333333334,4
0.7047353982925415,0.6720909078915914,0.5576923076923077,0.5,0.5,0.5,0.5,0.5,4
0.6975628137588501,0.685129980246226,0.5576923076923077,0.6666666666666666,0.7142857142857143,0.625,0.8333333333333334,0.6666666666666667,4
0.6975347399711609,0.691499133904775,0.5576923076923077,0.5833333333333334,0.6153846153846154,0.5714285714285714,0.6666666666666666,0.5833333333333333,4
0.687844496506911,0.7037899891535441,0.6153846153846154,0.6666666666666666,0.7142857142857143,0.625,0.8333333333333334,0.6666666666666667,4
0.6360668081503648,0.6964921355247498,0.6346153846153846,0.5833333333333334,0.5454545454545454,0.6,0.5,0.5833333333333334,4
0.5787583199831156,0.7081693410873413,0.6538461538461539,0.5833333333333334,0.5454545454545454,0.6,0.5,0.5833333333333334,4
0.5694089669447678,0.7269422809282938,0.75,0.5,0.5,0.5,0.5,0.5,4
0.5249762007823358,0.752571165561676,0.7307692307692307,0.5,0.5,0.5,0.5,0.5,4
0.480548409315256,0.7810532251993815,0.7884615384615384,0.5,0.5,0.5,0.5,0.5,4
0.43080587914356816,0.8105944494406382,0.7884615384615384,0.5,0.5,0.5,0.5,0.5,4
0.3646728671514071,0.8355563879013062,0.8461538461538461,0.5,0.5,0.5,0.5,0.5,4
0.3271537021948741,0.8391638100147247,0.9230769230769231,0.5,0.5,0.5,0.5,0.5,4
